scenario,year,index,Annual,wd-00,wd-01,wd-02,wd-03,wd-04,wd-05,wd-06,wd-07,wd-08,wd-09,wd-10,wd-11,wd-12,wd-13,wd-14,wd-15,wd-16,wd-17,wd-18,wd-19,wd-20,wd-21,wd-22,wd-23,sd-00,sd-01,sd-02,sd-03,sd-04,sd-05,sd-06,sd-07,sd-08,sd-09,sd-10,sd-11,sd-12,sd-13,sd-14,sd-15,sd-16,sd-17,sd-18,sd-19,sd-20,sd-21,sd-22,sd-23
abroad-together,2050,Industrial heating|CHP-Waste,0.95121338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Industrial heating|Heat pumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Industrial heating|Electric heater,4.426035477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Industrial heating|Solar thermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Industrial heating|Geothermal,2.159192858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-supply|Total,117.1976387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-supply|Gas,0.188666,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abroad-together,2050,Electricity-supply|Biogas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-supply|Hydrogen,13.09768484,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,2.159022128,1.932479608,1.47444099,0.719262977,0.261224358,0.150357221,0.111523804,0.047498324,0.008664907,0,0,0,0,0,0,0,0.096117463,0.541811391,1.318919477,1.859972283,2.022980509,2.037730183,2.036942874,2.03564482,2.034857511
abroad-together,2050,Electricity-supply|Wood,2.260537817,0.515141873,0.804148877,0.979440486,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,1.018553331,0.979440486,0.804148877,0.515141873,0.339850263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abroad-together,2050,Electricity-supply|Waste,2.327078167,0.213660726,0.213196272,0.212564892,0.212211925,0.211965806,0.211198292,0.209913524,0.209059277,0.209046932,0.21031327,0.212524756,0.213877829,0.213914801,0.212724295,0.210752617,0.209542114,0.209551762,0.210842116,0.212974711,0.214268195,0.214517275,0.21434009,0.214047963,0.213870778,0.306583004,0.30660166,0.30663242,0.306651076,0.306646621,0.306607996,0.306333064,0.305619732,0.305269419,0.306332856,0.307271232,0.307231277,0.30672466,0.306447583,0.306435552,0.306270602,0.305584355,0.305011632,0.305606597,0.306310909,0.306516267,0.306532428,0.306559074,0.306575235
abroad-together,2050,Electricity-supply|Nuclear,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-supply|Hydro Dams,18.41364712,0.488973153,1.053720548,1.479375057,1.624764971,1.67090426,1.797933138,1.896478551,1.526533823,0.983388779,1.597344936,3.318068666,4.428998429,4.437813416,3.643808229,3.120632802,4.099070282,5.0857672,5.284577784,5.154975161,5.076367197,4.789247329,3.58107332,1.589131134,0.380957125,2.580551817,2.309383844,1.86230344,1.591135467,1.530629175,1.530626762,1.520892415,1.483359263,1.43869906,1.439999389,1.453321953,1.440640962,1.417646712,1.43444427,1.488881051,1.849174835,3.088736681,4.485487876,4.287601247,3.609586415,3.345259798,3.163382409,2.86351729,2.681639901
abroad-together,2050,Electricity-supply|Hydro RoR,16.54645574,1.431090825,1.432410405,1.421696136,1.41232148,1.40946343,1.40770303,1.404672615,1.40233853,1.402668676,1.409573999,1.421776792,1.4292558,1.42766893,1.414483895,1.396728126,1.392525032,1.396834133,1.403905994,1.413247695,1.418913723,1.420406981,1.421433272,1.423125338,1.424151629,3.21098727,3.212168548,3.214116146,3.215297424,3.215248954,3.213850449,3.202211296,3.168958486,3.14438679,3.176264149,3.210670488,3.21631773,3.209274401,3.20535951,3.205074744,3.197145888,3.16841224,3.145136146,3.17099934,3.201019815,3.209641947,3.209921334,3.210381965,3.210661352
abroad-together,2050,Electricity-supply|Solar,17.97168186,0,0,0,0,0.013191364,0.072310955,0.266935695,0.761464884,1.510223346,2.024950024,2.252874792,2.332191871,2.373163631,2.348107852,1.940321203,1.088768242,0.510638571,0.28426713,0.124324597,0.027314547,0.0053598,0.003975501,0.001693178,0.000308879,0.021580741,0.118298914,0.277760224,0.374478397,0.654596488,1.813280504,3.949784908,6.319878838,9.136175398,11.61161324,12.72100684,12.90346317,12.58055863,11.23170511,9.029756265,7.419373913,5.780833445,3.286719968,1.307091792,0.582204927,0.455971824,0.338205987,0.144042947,0.02627711
abroad-together,2050,Electricity-supply|Wind,2.909261207,0.752312609,0.47142094,0.319586475,0.296949639,0.311182163,0.35718331,0.445747693,0.548761817,0.648663046,0.686129031,0.666622802,0.647075809,0.633572474,0.612973663,0.636725023,0.746283696,0.83426889,0.88075247,0.923803281,0.949914917,0.956513908,0.959976895,0.965686396,0.969149383,0.193635187,0.196569471,0.201407289,0.204341573,0.199871494,0.176903704,0.137096629,0.106576916,0.092232716,0.09196892,0.096076206,0.10140517,0.107789545,0.109643406,0.106729183,0.102202796,0.095316717,0.094620585,0.110353061,0.123661772,0.130709075,0.146792178,0.173308731,0.189391834
abroad-together,2050,Electricity-supply|Geothermal,2,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.287,0.271361748,0.201275962,0.085724038,0.015638252,0,0,0,0,0,0,0,0.015638252,0.085724038,0.201275962,0.271361748,0.287,0.287,0.287,0.287,0.287
abroad-together,2050,Electricity-supply|PHS-out,2.352917647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064062572,0.351171098,0.824533033,1.11164156,1.11164156,0.824533033,0.351171098,0.064062572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174363791,0.781444294,1.28838383,0.781444294,0.174363791,0,0,0,0
abroad-together,2050,Electricity-supply|Battery-out,1.824883467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009067903,0.064299615,0.196700515,0.345162543,0.419628101,0.410560198,0.30452302,0.12969727,0.023660092
abroad-together,2050,Electricity-supply|DSM-out,,0.150046555,0.244704583,0.148024904,0.03299082,0,0,0.008563259,0.046941123,0.101652265,0.101652265,0.046941123,0.008563259,0,0.034057792,0.186694225,0.438349159,0.566456105,0.490580363,0.309330609,0.199397076,0.165509589,0.123569945,0.054423161,0.012483516,0.002783421,0.015257847,0.035824699,0.048299126,0.049478828,0.042291461,0.029889777,0.019601793,0.011106966,0.003994128,0.000627983,0,0,0,0,0,0,0,0,0,1.72E-13,9.43E-13,2.22E-12,2.99E-12
abroad-together,2050,Electricity-supply|Imports,37.3048248,5.36203507,5.191888058,4.911363061,4.741216049,4.741216049,4.911363061,5.191888058,5.36203507,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,0.137593115,0.754242676,1.770925922,2.387575483,2.547204954,2.64596505,2.877749714,3.05696645,2.564075855,1.184082031,0.434551035,1.129034833,2.64656344,3.550108405,3.723881734,3.647151936,3.242018179,2.172158148,0.84877941,0.144403431,0,0,0,0
abroad-together,2050,Electricity-consumption|Total,115.5471738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-consumption|Base,40.4032184,3.657463158,3.658814128,3.979063007,4.31437229,4.514746136,4.796214687,5.222017738,5.656694878,6.238708107,6.881177818,7.425216346,7.420396188,6.966185153,6.500567266,6.188851683,5.905222741,5.660520098,5.41258909,5.265527335,5.413143522,5.715108077,5.429955507,4.41918909,3.884542514,3.446369171,3.763786658,3.958998109,4.07397758,4.235985783,4.650570283,5.256334613,5.68531261,6.092081532,6.453354553,6.496443175,6.253222645,5.929609916,5.68089996,5.680117952,5.786450987,5.722248039,5.3529969,4.921973867,4.904296746,5.172399493,4.868061343,3.824955043,3.277839528
abroad-together,2050,Electricity-consumption|Grid-losses,2.890383271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-consumption|Heat pumps,11.65417689,2.175857837,2.275184419,2.335429036,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.348871427,2.335429036,2.275184419,2.175857837,2.115613219,0.152476817,0.178979887,0.222676063,0.249179133,0.259719823,0.280456847,0.314094701,0.331731108,0.329467055,0.322354217,0.3161335,0.30271221,0.284474186,0.284474186,0.30271221,0.306144529,0.267046067,0.197877205,0.15592417,0.146563183,0.146563183,0.146563183,0.146563183,0.146563183
abroad-together,2050,Electricity-consumption|Electric heaters,1.072899384,2.67E-05,1.26E-05,5.14E-06,4.16E-06,0.010378895,0.056874162,0.149080627,0.265260458,0.364606809,0.318132414,0.142167396,0.026008437,0.000106387,0.000163113,0.000207641,0.000153863,9.42E-05,8.28E-05,9.26E-05,9.85E-05,9.65E-05,8.13E-05,5.63E-05,4.11E-05,0.052434901,0.044024962,0.030159318,0.021749379,0.074248235,0.317941723,0.784913927,1.450245339,2.566592695,3.815476366,4.44197869,4.486440211,4.291745377,3.962362266,3.540500853,3.25838011,2.966695677,2.383174206,1.711851258,1.369546464,1.233629458,0.929041829,0.426861727,0.122274098
abroad-together,2050,Electricity-consumption|Electrolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-consumption|Battery-vehicles,14.68276168,1.079357271,0.71137853,0.424415218,0.251596485,0.169623242,0.173482479,0.324046233,0.649490669,1.006560712,1.253958304,1.500201121,1.920094792,2.466609839,2.881476782,2.969696194,2.887240337,2.945367281,3.300492279,3.705660197,3.714593311,3.228154991,2.530004203,1.919577459,1.470920676,1.075800063,0.705160852,0.422201611,0.254000415,0.173026391,0.174833612,0.319472584,0.638039235,0.997133599,1.253373805,1.503005047,1.916350358,2.456201399,2.873447758,2.973466563,2.911903671,2.987866468,3.347061318,3.74965987,3.747453814,3.250463399,2.550419445,1.937579606,1.480313017
abroad-together,2050,Electricity-consumption|Trains,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-consumption|New processes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Electricity-consumption|PHS-In,3.256665988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173081704,0.948780084,2.227690504,3.003388884,3.176470588,3.176470588,3.003388884,2.227690504,0.948780084,0.173081704,0,0,0,0,0,0,0,0
abroad-together,2050,Electricity-consumption|Battery-In,1.87355595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029190498,0.143810509,0.286885165,0.297985066,0.256167468,0.247168947,0.24445142,0.186244255,0.080006617,0.014595249,0,0,0,0,0,0,0,0
abroad-together,2050,Electricity-consumption|DSM-In,,0,0,0,0,0.002821571,0.015466977,0.043006614,0.085638499,0.164293993,0.312572751,0.514294634,0.632586912,0.623074453,0.462150289,0.196831198,0.035907034,0.000513114,0.002812731,0.006604158,0.008903775,0.008903775,0.006604158,0.002812731,0.000513114,0,0,0,0,0,0,0,0.013515413,0.074087292,0.173953438,0.225197151,0.196906624,0.123793033,0.063221154,0.022953186,0.004187247,0,0,0,0,0,0,0,0
abroad-together,2050,Electricity-consumption|Exports,36.21351227,4.033637821,4.708252268,4.772755141,4.578093861,4.51204697,4.546763611,4.478849735,3.952674288,3.226864734,3.522866361,4.810493313,5.667387027,5.638174783,4.870771949,4.229956055,4.870771949,5.638174783,5.858585859,5.858585859,5.858585859,5.722528871,5.112763756,4.107431041,3.497665926,3.7402965,3.769990221,3.81894689,3.84864061,3.958081309,4.418866771,5.104370802,5.059968693,3.840804154,2.23264914,1.575934312,2.260106341,3.609623622,4.183559559,3.908365083,3.957008988,4.854011049,4.947905955,2.54978892,0.525623169,0.203442818,1.115210271,2.618460665,3.530228118
abroad-together,2050,Hydrogen-production|Total,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-production|Electrolysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-production|Steam-reforming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-production|Gasification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-production|Imports,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-consumption|Freight,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-consumption|Passenger vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-consumption|High temperature heat,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-consumption|CHP,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-consumption|Fuel synthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,Hydrogen-consumption|Exports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,CO2|Net emissions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,CO2|Total captured,10.13759306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,CO2|DAC,7.711265006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,CO2|Total stored,2.426328051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-together,2050,CO2|Total utilised in fuel synthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Transport|Total,17.27802859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Transport|Hydrogen,1.664562473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Transport|Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Transport|Oil,0.930704431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Transport|Electricity,14.68276168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Total",56.50252011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Boiler-Gas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Boiler-Oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Boiler-Wood",14.0888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Boiler-Hydrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|CHP-Gas",9.00193844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|CHP-Oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|CHP-Wood",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|CHP-Waste",1.851580657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|CHP-Hydrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Heat pumps",25.61526505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Electric heater",0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Solar thermal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,"Space heating, DHW|Geothermal",5.774935958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Total,13.75081338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Burner-Gas,1.409345817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Burner-Hydrogen,1.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Burner-Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Burner-Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Burner-Waste,2.203047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Burner-Coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|CHP-Gas,0.00932406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|CHP-Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|CHP-Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|CHP-Wood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|CHP-Waste,0.195492002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Heat pumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Electric heater,7.742540462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Solar thermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Industrial heating|Geothermal,0.385064042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Electricity-supply|Total,86.70372168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Electricity-supply|Gas,3.492583829,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,1.173974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abroad-alone,2050,Electricity-supply|Biogas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abroad-alone,2050,Electricity-supply|Hydrogen,9.12016019,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,2.605090706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abroad-alone,2050,Electricity-supply|Wood,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
